QID,State,Region,Q1.Malaysian_Citizen,Q2.Gender,Q3.Living_Area,Q4.4.Age,Q5.Ethnic_Group_Recode,Q6.Norms_Number_of_Meals_Per_Day,Q6.Norms_Number_of_Meals_Per_Day_Recode,Q7.Norms_Number_of_food_intakes_in_between_meals,Q8.1.Norms_for_Breakfast,Q8.2.Norms_for_Brunch,Q8.3.Norms_for_Lunch,Q8.4.Norms_for_Dinner,Q8.5.Norms_for_Supper,Q8.6.Norms_for_Snack,Q8.7.Norms_for_TeaTime,Q9.1.Number._of_Times_Eat_at_Home_Last_Week,Q9.2.Number_of_Times_Eat_Outside_Last_Week,Q9.Total_Food_Intake_the_Week_Before,Q11_1_Rice_Frequency_Basis,Q11_1_Rice_Frequency,Q11_2_Flavoured_Rice_Freuency_Basis,Q11_2_Flavoured_Rice_Frequency,Q11_3_Noodles_Freuency_Basis,Q11_3_Noodles_Frequency,Q11_4_Mihun..._Frequency_Basis,Q11_4_Mihun..._Frequency,Q11_5_Sagu...._Frequency_Basis,Q11_5_Sagu...._Frequency,Q11_6_Bread_Frequency_Basis,Q11_6_Bread_Frequency,Q11_7_Roti_Canai_Frequency_Basis,Q11_7_Roti_Canai_Frequency,Q11_8_Corn_Frequency_Basis,Q11_8_Corn_Frequency,Q11_9_ChickenDuck_Frequency_Basis,Q11_9_ChickenDuck_Frequency,Q11_10_Meat_Frequency_Basis,Q11_10_Meat_Frequency_Frequency,Q11_10_Meat_Frequency_Average_day,Q11_11_Pork_Frequency_Basis,Q11_11_Pork_Frequency,Q11_12_OtherMeat_Frequency_Basis,Q11_12_OtherMeat_Frequency,Q11_13_Fish_Frequency_Basis,Q11_13_Fish_Frequency,Q11_14_FishCrackers_Frequency_Basis,Q11_14_FishCrackers_Frequency,Q11_15_Eggs_Frequency_Basis,Q11_15_Eggs_Frequency,Q11_16_Burger_Frequency_Basis,Q11_16_Burger_Frequency,Q11_17_FriedChicken_Frequency_Basis,Q11_17_FriedChicken_Frequency,Q11_18_Legumes_Frequency_Basis,Q11_18_Legumes_Frequency,Q11_19_Groundnuts_Frequency_Basis,Q11_19_Groundnuts_Frequency,Q11_20_SoyaBeanCurd_Frequency_Basis,Q11_20_SoyaBeanCurd_Frequency,Q11_21_FermentedSoyBeans_Frequency_Basis,Q11_21_FermentedSoyBeans_Frequency,Q11_22_Milk_Frequency_Basis,Q11_22_Milk_Frequency,Q11_23_MilkShake_Frequency_Basis,Q11_23_MilkShake_Frequency,Q11_24_GreenLeafyVegetables_Frequency_Basis,Q11_24_GreenLeafyVegetables_Frequency,Q11_25_LadiesFinger_Frequency_Basis,Q11_25_LadiesFinger_Frequency,Q11_26_OtherLegumes_Frequency_Basis,Q11_26_OtherLegumes_Frequency,Q11_27_BeanSprout_Frequency_Basis,Q11_27_BeanSprout_Frequency,Q11_28_Tubers_Frequency_Basis,Q11_28_Tubers_Frequency,Q11_29_Cabbages_Frequency_Basis,Q11_29_Cabbages_Frequency,Q11_30_FruitVegetables_Frequency_Basis,Q11_30_FruitVegetables_Frequency,Q11_31_SoyMilk_Frequency_Basis,Q11_31_SoyMilk_Frequency,Q11_32_ChocolateMaltDrink_Frequency_Basis,Q11_32_ChocolateMaltDrink_Frequency,Q12_Who_Cook,Q13_Food_Statement,Q14.1_1st_Dish_Represent_Malaysian_Food_Exact_Answer,Q14.2_2nd_Dish_Represent_Malaysian_Food_Exact_Answer,Q14bis_NasiLemak_Present_Malaysian_Food,Q15.1_Eating_Well_1st,Q15.2_Eating_Well_2nd,Q16.1_Food_Beneficial_1st_Exact_Answer,Q16.2_Food_Beneficial_2nd_Exact_Answer,Q17.1_Food_to_Reduce_1st_Exact_Answer,Q17.2_Food_to_Reduce_2nd_Exact_Answer,Q18.1_Top3Risks_Risk1,Q18.2_Top3Risks_Risk2,Q18.3_Top3Risks_Risk3,Q19a_Cultural_Identity_1_Exact_Answer,Q19a_Cultural_Identity_2_Exact_Answer,Q19a_Cultural_Identity_3_Exact_Answer,Q19b.1_Rank_3_Identity_1,Q19b.2_Rank_3_Identity_2,Q19b.3_Rank_3_Identity_3,Q20.1_Race_Mother,Q20.2_Race_Father,Q20.3_Race_Grandmother_Mother,Q20.4_Race_Grandfather_Mother,Q20.5_Race_Grandmother_Father,Q20.6_Race_Grandfather_Father,Q21.1_Spoken_Language_1,Q21.2_Spoken_Language_2,Q21.3_Spoken_Language_3,Q21.4_Spoken_Language_4,Q21.5_Spoken_Language_5,Q21.6_Spoken_Language_6,Q21.10_Spoken_Language_7,Q21.11_Spoken_Language_8,Q22a_Current_Religion,Q22b_Convert_Religion,Q22c_Previous_Religion,Q23_Influence_Religion_on_FoodHabits,Q24_Height_CM,Q24_Recode_Height_M,Q25_Weight,BMI,Q26.1_1st_Occupation_Original_Answer,Q26.2_2nd_Occupation_Original_Answer,Q27_Occupation_Father_Original_Answer,Q28_Level_of_Education,Q29a_Marital_Status,Q29b_Spouse_Ethnicity,Q30_Children_Number,Q31_Family_Members_Number,Q32_Income_Average_RM_Recode_All,Q33_Changes_Personal_Income,Q34_Permission_Contact
1135,Perak,Central,Yes,Female,Urban,60,Chinese,3 meals per day,3 Meals,Never,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles mixed with other food in the plate ( incl. Rice Porridge or Instant Noodles) +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",9,12,21,Daily,2.0,Monthly,1,Weekly,2,Weekly,3,Seldom,0,Weekly,4,Weekly,2,Monthly,2,Weekly,5,Weekly,2,0.29,Monthly,3.0,Seldom,0,Weekly,3,Monthly,1,Weekly,6,Weekly,1,Monthly,1.0,Monthly,3,Monthly,1,Monthly,1,Seldom,0,Weekly,2,Weekly,2,Weekly,2,Monthly,2,Monthly,2,Weekly,1,Weekly,3,Weekly,5,Weekly,2,Weekly,1,Weekly,4,Myself,Food must be forst of all shared with someone,Rendang,Chicken Curry,Agree,Pleasure,Health,Vegetables,Fish,Sugar,Oily Food,Contamination by Pollutant,Pesticides on agricultural products,Germs or bacteria in Food,Ang pao,Lion Dance,Mooncake Festival,Malaysian,Chinese,Buddhist,Chinese,Chinese,Chinese,Chinese,Chinese,Chinese,Malay,Cantonese,,,,,,,Buddhist,No,Not converted,Moderately religious,162.0,1.62,52.0,19.814052735863434,Clerk,,Own business,Primary school,Married in monogamous marriage,Chinese,1.0,4,4000,Have remained more or less stable,Yes
425,Johor,South,Yes,Female,Urban,48,Malay,3 meals per day,3 Meals,Once or twice a day,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with shared dished (Including lazy Suzan) +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",Only Beverage,14,10,24,Daily,1.0,Weekly,1,Weekly,2,Weekly,1,Seldom,0,Monthly,2,Monthly,2,Monthly,2,Daily,1,Weekly,3,0.43,Seldom,0.0,Seldom,0,Weekly,3,Monthly,2,Weekly,3,Monthly,1,Monthly,2.0,Monthly,1,Monthly,1,Monthly,2,Weekly,2,Monthly,2,Monthly,2,Daily,2,Weekly,1,Daily,2,Weekly,1,Weekly,1,Weekly,2,Weekly,3,Monthly,1,Weekly,2,Myself,Food must be forst of all shared with someone,Nasi Lemak,Chicken Curry,Strongly agree,Pleasure,Traditions,Vegetables,Fruits,Sugar,Fatty Food,Germs or bacteria in Food,Food epidemic,Unbalance diet to fat or too much sugar,Allah,Family-Oriented,helpful,Hindu,Malaysian,Indian,Malay,Malay,Malay,Malay,Malay,Malay,Malay,English,,,,,,,Muslim,No,Not converted,Very religious,159.0,1.59,59.0,23.337684427040067,HR executive,,lorry driver,College / University,Married in monogamous marriage,Malay,3.0,5,9000,Have remained more or less stable,Yes
290,Sabah,East Malaysia,Yes,Female,Urban,21,Non-Malay Bumiputra,3 meals per day,3 Meals,Once or twice a day,All day Breakfast with Sausage and Eggs +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate ( incl Rice Porridge or Instant Noodles) +/- Beverage,1 Dish of Rice / Noodles with shared dished (Including lazy Suzan) +/- Beverage,Sandwich / Burger / Savoury Patries +/- Beverage,"Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",2,19,21,Weekly,3.0,Monthly,1,Daily,1,Seldom,0,Seldom,0,Weekly,1,Weekly,3,Seldom,0,Weekly,1,Seldom,0,0.0,Seldom,0.0,Seldom,0,Weekly,1,Weekly,2,Daily,1,Weekly,2,Weekly,2.0,Weekly,1,Weekly,1,Seldom,0,Seldom,0,Seldom,0,Seldom,0,Seldom,0,Seldom,0,Weekly,1,Seldom,0,Seldom,0,Weekly,3,Weekly,1,Weekly,2,Weekly,1,My Mother,Food must be first of all a need,Nasi lemak,Roti Canai,Agree,Gives Energy,Health,Honey,Vegetables,Sugar,Colorings,Food epidemic,Expired food,Colouring or preservatives,Eat rice,sato,Baju Kurung,Sabahan,Malaysian,Christian,Punjabi,Bugis,Bajau,Bajau,Bugis,Bugis,Malay,,,,,,,,Muslim,No,Not converted,Very religious,139.0,1.39,39.0,20.185290616427725,Administrative officer,,Decline to answer,College / University,Single or never married,,0.0,6,2500,Have remained more or less stable,No
1393,Pahang,East Coast,Yes,Female,Urban,32,Chinese,3 meals per day,3 Meals,Once or twice a day,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,"Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",5,16,21,Daily,1.0,Monthly,2,Weekly,1,Weekly,1,Seldom,0,Weekly,2,Monthly,1,Seldom,0,Weekly,3,Monthly,2,0.07,Weekly,3.0,Seldom,0,Weekly,1,Weekly,1,Daily,1,Weekly,1,Weekly,2.0,Monthly,1,Monthly,1,Monthly,2,Monthly,1,Weekly,1,Weekly,1,Weekly,3,Weekly,2,Seldom,0,Seldom,0,Seldom,0,Seldom,0,Weekly,3,Monthly,1,Weekly,1,Myself,Food must be first of all a need,Mixed Rice,Chicken Rice,Agree,Health,Fill the stomach,Vegetables,Fruits,Oily Food,Sugar,Colouring or preservatives,Contamination by Pollutant,Germs or bacteria in Food,Chinese culture,Respect day of death,Hardworking,Malaysian,Chinese,Buddhist,Chinese,Chinese,Chinese,Chinese,Chinese,Chinese,Mandarin,,,,,,,,Buddhist,No,Not converted,Very religious,160.0,1.6,45.0,17.578125,Unemployed,,Salesperson,Upper secondary school SPM / O level,Married in monogamous marriage,Chinese,2.0,4,4500,Have increased more than 10%,Yes
603,Selangor,Central,Yes,Male,Urban,39,Malay,3 meals per day,3 Meals,3 - 4 times a day,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles with shared dished (Including lazy Suzan) +/- Beverage,Only Beverage,Only Beverage,14,7,21,Daily,1.0,Monthly,2,Seldom,0,Monthly,3,Seldom,0,Daily,1,Daily,1,Seldom,0,Daily,1,Monthly,2,0.07,Seldom,0.0,Monthly,2,Weekly,1,Seldom,0,Weekly,3,Weekly,1,Weekly,3.0,Weekly,2,Weekly,1,Seldom,0,Seldom,0,Daily,1,Monthly,2,Weekly,2,Seldom,0,Weekly,2,Weekly,1,Weekly,2,Seldom,0,Seldom,0,Monthly,2,Daily,1,My wife,Food must be first of all a need,Nasi Lemak,Fried chicken,Agree,Pleasure,Togetherness,Protein,Vegetables,Fat,Fast Food,Contamination by Pollutant,Colouring or preservatives,Unbalance diet to fat or too much sugar,Mamak,Business man,Foodie,Christian,Sarawakian,Malaysian,Malay,Indian - Malay,Indian - Malay,Malay,Indian - Malay,Indian - Malay,Malay,English,Tamil,,,,,,Muslim,No,Not converted,Lightly religious,181.0,1.81,90.0,27.471688898385274,Cleaner,,Farmer,College / University,Married in monogamous marriage,Indian,0.0,1,9000,Have remained more or less stable,No
980,Selangor,Central,Yes,Male,Urban,29,Indian,3 meals per day,3 Meals,Never,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",7,14,21,Daily,2.0,Daily,1,Weekly,5,Weekly,3,Seldom,0,Weekly,4,Weekly,3,Monthly,5,Daily,1,Weekly,3,0.43,Weekly,2.0,Seldom,0,Weekly,2,Weekly,2,Weekly,4,Weekly,2,Weekly,2.0,Monthly,7,Monthly,2,Monthly,1,Monthly,3,Daily,1,Weekly,2,Daily,1,Daily,1,Weekly,1,Weekly,3,Monthly,2,Weekly,1,Weekly,3,Weekly,2,Weekly,2,My Mother,Food must be first of all a need,Roti canai,Thosai,Disagree,Health,Fill the stomach,Vegetables,Fruits,Fast Food,Preservatives,Food epidemic,Unbalance diet to fat or too much sugar,Contamination by Pollutant,Thaipusam,Deepavali,Muruku,Malaysian,Chinese,Buddhist,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Malay,English,Hakka,,,,,,Hindu,No,Not converted,Decline to answer,175.0,1.75,75.0,24.489795918367346,Marketing,,Manager,Upper secondary school SPM / O level,Single or never married,,0.0,3,3000,Have increased more than 10%,Yes
1366,Perak,Central,Yes,Female,Urban,28,Malay,2 meals per day,1 or 2 Meal(s),Once or twice a day,Cereals with Milk +/- Beverage,Cereals with Milk +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate ( incl Rice Porridge or Instant Noodles) +/- Beverage,Soup +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,"Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage",,0,21,21,Daily,1.0,Daily,2,Weekly,1,Weekly,1,Seldom,0,Weekly,3,Weekly,3,Monthly,1,Weekly,4,Weekly,3,0.43,Seldom,0.0,Seldom,0,Weekly,3,Seldom,0,Daily,1,Weekly,2,Weekly,3.0,Weekly,4,Monthly,2,Weekly,1,Seldom,0,Weekly,3,Weekly,2,Weekly,4,Weekly,2,Monthly,3,Weekly,2,Weekly,1,Weekly,2,Weekly,2,Weekly,2,Weekly,2,Others,Food must be first of all a pleasure,Laksa,Chicken rendang,Agree,Togetherness,Fill the stomach,Fruits,Vegetables,Sugar,Oily Food,Pesticides on agricultural products,Germs or bacteria in Food,Expired food,Batik clothes,Baju Melayu,Sampin,Malaysian,Chinese,Buddhist,Malay,Malay,Malay,Malay,Malay,Malay,Malay,English,Tamil,,,,,,Muslim,No,Not converted,Moderately religious,157.0,1.57,41.0,16.633534828999146,Salesperson,,Government,Upper secondary school SPM / O level,Living in as married (or cohabitation),Malay,0.0,2,3500,Have increased more than 10%,Yes
1188,Pahang,East Coast,Yes,Male,Urban,52,Malay,3 meals per day,3 Meals,Once or twice a day,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",Rice / Roti Canai / Noodles +/- Beverage,14,7,21,Weekly,5.0,Weekly,1,Monthly,2,Seldom,0,Monthly,1,Weekly,1,Monthly,2,Monthly,1,Weekly,2,Weekly,2,0.29,Seldom,0.0,Weekly,1,Weekly,1,Monthly,1,Weekly,2,Monthly,1,Weekly,2.0,Seldom,0,Seldom,0,Seldom,0,Monthly,1,Weekly,2,Weekly,1,Weekly,3,Weekly,2,Seldom,0,Seldom,0,Weekly,1,Weekly,1,Weekly,2,Seldom,0,Weekly,1,My wife,Food must be first of all a need,Kuih Muih,Laksa penang,Strongly agree,Traditions,Health,Fruits,Vegetables,Oily Food,Carbohydrates,Germs or bacteria in Food,Genetically Modify Organism (GMO),Food allergens,Respectful,Gentle,friendly,Muslim,Malay,Malaysian,Malay,Malay,Malay,Malay,Malay,Malay,Malay,,,,,,,,Muslim,No,Not converted,Moderately religious,157.0,1.57,87.0,35.29554951519331,Factory Worker,,Factory worker,Upper secondary school SPM / O level,Married in monogamous marriage,Malay,2.0,7,5000,Have increased more than 10%,Yes
1242,Kuala Lumpur,Central,Yes,Male,Urban,37,Malay,3 meals per day,3 Meals,Never,Breakfast with Toast +/- Beverage,Cereals with Milk +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate ( incl Rice Porridge or Instant Noodles) +/- Beverage,Soup +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,"Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage",,16,6,22,Daily,2.0,Seldom,0,Weekly,7,Weekly,2,Seldom,0,Daily,2,Daily,2,Seldom,0,Weekly,5,Monthly,2,0.07,Seldom,0.0,Seldom,0,Seldom,0,Monthly,1,Daily,3,Weekly,2,Weekly,3.0,Weekly,2,Monthly,1,Weekly,3,Seldom,0,Daily,2,Weekly,1,Weekly,1,Daily,1,Weekly,2,Weekly,3,Monthly,1,Weekly,4,Weekly,3,Monthly,2,Daily,1,My Mother,Food must be first of all a need,Satay,Nasi Lemak,Strongly agree,Health,Pleasure,Corn Bread,Oatmeal,Oily Food,Fatty Food,Pesticides on agricultural products,Food allergens,Genetically Modify Organism (GMO),Gracious,Polite,Neighbourhood,Muslim,Malay,Malaysian,Malay,Malay,Malay,Malay,Malay,Malay,Malay,,,,,,,,Muslim,No,Not converted,Very religious,178.0,1.78,47.0,14.833985607877793,Sales Executive,,Skilled worker,Lower secondary school / SRP,Single or never married,,0.0,5,7000,Have increased more than 10%,No
183,Johor,South,Yes,Female,Urban,49,Chinese,3 meals per day,3 Meals,Once or twice a day,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,,1 Dish of Rice / Noodles mixed with other food in the plate ( incl Rice Porridge or Instant Noodles) +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate ( incl. Rice Porridge or Instant Noodles) +/- Beverage,,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",,20,1,21,Daily,1.0,Monthly,1,Monthly,1,Monthly,1,Seldom,0,Weekly,1,Monthly,1,Monthly,1,Monthly,1,Seldom,0,0.0,Weekly,2.0,Seldom,0,Weekly,2,Seldom,0,Weekly,1,Seldom,0,Seldom,0.0,Monthly,1,Seldom,0,Seldom,0,Seldom,0,Monthly,1,Monthly,1,Weekly,1,Weekly,1,Weekly,1,Weekly,1,Weekly,1,Weekly,1,Monthly,1,Monthly,1,Monthly,1,Myself,Food must be first of all a pleasure,Roti Canai,Nasi Lemak,Agree,Health,Pleasure,Fruits,Vegetables,Carbonated Drinks,Sugar,Pesticides on agricultural products,Genetically Modify Organism (GMO),Expired food,Know Chinese Direct,Know Mandarin,Traditional Festival season,Muslim,Muslim,Malaysian,Chinese,Chinese,Chinese,Chinese,Chinese,Chinese,Mandarin,Cantonese,Hokkien,,,,,,Christian,Yes,Buddhist,Moderately religious,160.0,1.6,47.0,18.359375,Fruit Seller,,Taxi Driver,Upper secondary school SPM / O level,Married in monogamous marriage,Chinese,1.0,4,10000,Have remained more or less stable,No
1051,Sabah,East Malaysia,Yes,Female,Urban,68,Non-Malay Bumiputra,1 meal per day,1 or 2 Meal(s),Once or twice a day,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles mixed with other food in the plate ( incl. Rice Porridge or Instant Noodles) +/- Beverage,,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",11,11,22,Daily,2.0,Seldom,0,Monthly,1,Seldom,0,Seldom,0,Monthly,3,Monthly,1,Seldom,0,Daily,1,Weekly,2,0.29,Monthly,2.0,Seldom,0,Monthly,3,Seldom,0,Weekly,3,Seldom,0,Weekly,2.0,Seldom,0,Monthly,2,Monthly,2,Seldom,0,Weekly,2,Weekly,1,Weekly,5,Seldom,0,Seldom,0,Monthly,3,Weekly,1,Monthly,2,Seldom,0,Monthly,1,Weekly,1,Others,Food must be first of all a need,Soto,Laksa,Strongly agree,Health,Fill the stomach,Rice,Calcium,Salt,Colorings,Colouring or preservatives,Pesticides on agricultural products,Germs or bacteria in Food,Polite,Helpful,Respectful,Muslim,Malay,Malaysian,1,Kadazan - Chinese,Kadazan - Chinese,Kadazan - Chinese,Kadazan - Chinese,Kadazan - Chinese,Malay,,,,,,Kadazan,,Christian,No,Not converted,Moderately religious,152.0,1.52,50.0,21.641274238227144,Manager,,Agriculture,Primary school,Single or never married,,0.0,5,5000,Have increased more than 10%,Yes
1478,Perak,Central,Yes,Female,Urban,62,Indian,3 meals per day,3 Meals,Once or twice a day,1 Dish of Rice / Noodles mixed with other food in the plate +/- Beverage,,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Roti Canai / Thosai / Chapati mixed with curry +/- Beverage,"Small items (Nuts,Fruits,Kuih-Muih,etc) +/- Beverage","Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage",Only Beverage,28,0,28,Weekly,3.0,Monthly,2,Monthly,1,Monthly,2,Seldom,0,Weekly,2,Monthly,1,Monthly,1,Daily,1,Weekly,3,0.43,Monthly,3.0,Seldom,0,Monthly,2,Weekly,2,Weekly,3,Monthly,1,Monthly,1.0,Seldom,0,Seldom,0,Monthly,2,Seldom,0,Weekly,5,Monthly,2,Weekly,4,Seldom,0,Seldom,0,Weekly,1,Monthly,1,Seldom,0,Monthly,2,Monthly,2,Monthly,2,Myself,Food must be first of all a need,Nasi lemak,Kuih muih,Strongly agree,Health,Fill the stomach,Vegetables,Fruits,Acidic food,Coffee,Colouring or preservatives,Unbalance diet to fat or too much sugar,Food allergens,Dance,Attire,Celebrations,Malaysian,Indian,Hindu,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Indian - Malay,Malay,English,Tamil,,,,,,Christian,No,Not converted,Very religious,165.0,1.65,58.0,21.303948576675854,Teacher,,Farmer,Lower secondary school / SRP,Married in polygamous marriage,Indian,3.0,5,2000,Have remained more or less stable,Yes
928,Kuala Lumpur,Central,Yes,Female,Urban,36,Chinese,3 meals per day,3 Meals,Never,All day Breakfast with Sausage and Eggs +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles mixed with other food in the plate ( incl Rice Porridge or Instant Noodles) +/- Beverage,1 Dish of Rice / Noodles with shared dished (Including lazy Suzan) +/- Beverage,"Small items (Nuts,Fruits,Kuih-Muih,etc) +/- Beverage","Sweet / Savory Snacks (Biscuits, Chocolates, Candies, Chips, Nuts) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",21,0,21,Daily,2.0,Seldom,0,Weekly,3,Weekly,2,Seldom,0,Weekly,2,Seldom,0,Seldom,0,Weekly,2,Weekly,1,0.14,Weekly,1.0,Seldom,0,Weekly,2,Seldom,0,Weekly,5,Seldom,0,Seldom,0.0,Seldom,0,Seldom,0,Weekly,2,Weekly,5,Weekly,2,Daily,1,Daily,2,Weekly,2,Weekly,2,Seldom,0,Weekly,1,Weekly,2,Daily,1,Weekly,2,Seldom,0,Myself,Food must be first of all a pleasure,Satay,Asam laksa,Agree,Fill the stomach,Gives Energy,Fruits,Vegetables,Fried Food,Meat,Pesticides on agricultural products,Contamination by Pollutant,Germs or bacteria in Food,Eat pork,Vegetarian,Lion Dance,Malaysian,Chinese,No religion/ free thinker,Chinese,Chinese,Chinese,Chinese,Chinese,Chinese,Mandarin,Cantonese,Hokkien,,,,,,Buddhist,No,Not converted,Not religious at all,160.0,1.6,50.0,19.53125,Technician,,Factory,Primary school,Married in monogamous marriage,Chinese,4.0,9,8000,Have increased more than 10%,No
1167,Pahang,East Coast,Yes,Female,Urban,69,Malay,3 meals per day,3 Meals,Once or twice a day,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- beverage,1 Dish of Rice / Noodles with other food in the plate not mixed +/- Beverage,,"Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage","Local/Western Pastries (Kuih Muih, Cakes, Pastries, Sandwich) +/- Beverage",21,0,21,Weekly,2.0,Seldom,0,Weekly,2,Weekly,2,Seldom,0,Weekly,1,Weekly,2,Seldom,0,Daily,4,Weekly,2,0.29,Seldom,0.0,Seldom,0,Weekly,4,Monthly,1,Weekly,4,Monthly,2,Monthly,2.0,Weekly,2,Seldom,0,Weekly,1,Seldom,0,Weekly,1,Weekly,3,Daily,1,Weekly,2,Weekly,2,Weekly,1,Weekly,1,Monthly,1,Weekly,1,Seldom,0,Seldom,0,Myself,Food must be first of all a need,Nasi lemak,Roti Canai,Strongly agree,Health,Fill the stomach,Milk,Bread,Sugar,Salty Food,Food epidemic,Unbalance diet to fat or too much sugar,Contamination by Pollutant,Respect the elders,Friendly,sociable,Muslim,Malaysian,Malay,Malay,Malay,Malay,Malay,Malay,Malay,Malay,,,,,,,,Muslim,No,Not converted,Very religious,149.0,1.49,70.0,31.530111256249718,Student,,Factory,Lower secondary school / SRP,Married in monogamous marriage,Malay,0.0,4,5000,Have increased more than 10%,Yes
